PEAK_chr	PEAK_start	PEAK_end	GENE_chr	GENE_start	GENE_end	ID
chr3	20568322	20569284	chr3	20568959	20569068	AT3G55480
chr3	20568322	20569284	chr3	20568959	20569068	AT3G55480
chr3	20568322	20569284	chr3	20568601	20568801	AT3G55480
chr3	20568322	20569284	chr3	20568601	20568801	AT3G55480
chr1	26478551	26480280	chr1	26477880	26481630	AT1G70300
chr1	26478551	26480280	chr1	26477880	26481630	AT1G70300
chr1	26478551	26480280	chr1	26477993	26481233	AT1G70300
chr1	26478551	26480280	chr1	26479623	26479936	AT1G70300
chr1	26478551	26480280	chr1	26479623	26479936	AT1G70300
chr1	26478551	26480280	chr1	26479155	26479533	AT1G70300
chr1	26478551	26480280	chr1	26479155	26479533	AT1G70300
chr1	26478551	26480280	chr1	26477993	26479062	AT1G70300
chr1	26478551	26480280	chr1	26477880	26479062	AT1G70300
chr1	2872678	2873887	chr1	2873465	2877270	AT1G08930
chr1	2872678	2873887	chr1	2873465	2877223	AT1G08930
chr1	2872678	2873887	chr1	2873604	2876979	AT1G08930
chr1	2872678	2873887	chr1	2873465	2873828	AT1G08930
chr1	2872678	2873887	chr1	2873465	2873603	AT1G08930
chr1	2872678	2873887	chr1	2873604	2873828	AT1G08930
chr1	2872678	2873887	chr1	2873465	2877270	AT1G08930
chr1	2872678	2873887	chr1	2873604	2876979	AT1G08930
chr1	2872678	2873887	chr1	2873465	2873828	AT1G08930
chr1	2872678	2873887	chr1	2873465	2873603	AT1G08930
chr1	2872678	2873887	chr1	2873604	2873828	AT1G08930
chr1	25702876	25703811	chr1	25702003	25702511	AT1G68500
chr1	25702876	25703811	chr1	25702003	25702511	AT1G68500
chr1	25702876	25703811	chr1	25702003	25702511	AT1G68500
chr1	25702876	25703811	chr1	25702323	25702511	AT1G68500
chr1	27108983	27110199	chr1	27107567	27109275	AT1G72010
chr1	27108983	27110199	chr1	27107567	27109275	AT1G72010
chr1	27108983	27110199	chr1	27107567	27109275	AT1G72010
chr1	27108983	27110199	chr1	27108972	27109275	AT1G72010
chr1	27108983	27110199	chr1	27109291	27110431	AT1G72020
chr1	27108983	27110199	chr1	27109291	27110431	AT1G72020
chr1	27108983	27110199	chr1	27109521	27110327	AT1G72020
chr1	27108983	27110199	chr1	27109521	27109741	AT1G72020
chr1	27108983	27110199	chr1	27109291	27109520	AT1G72020
chr1	27108983	27110199	chr1	27109291	27109741	AT1G72020
chr1	28612507	28613500	chr1	28610265	28613263	AT1G76260
chr1	28612507	28613500	chr1	28610265	28613263	AT1G76260
chr1	28612507	28613500	chr1	28610363	28612998	AT1G76260
chr1	28612507	28613500	chr1	28612453	28612523	AT1G76260
chr1	28612507	28613500	chr1	28612453	28612523	AT1G76260
chr1	28612507	28613500	chr1	28612603	28612676	AT1G76260
chr1	28612507	28613500	chr1	28612603	28612676	AT1G76260
chr1	28612507	28613500	chr1	28612759	28612817	AT1G76260
chr1	28612507	28613500	chr1	28612759	28612817	AT1G76260
chr1	28612507	28613500	chr1	28612957	28613263	AT1G76260
chr1	28612507	28613500	chr1	28612957	28612998	AT1G76260
chr1	28612507	28613500	chr1	28612999	28613263	AT1G76260
chr1	28612507	28613500	chr1	28613207	28616739	AT1G76270
chr1	28612507	28613500	chr1	28613207	28616739	AT1G76270
chr1	28612507	28613500	chr1	28613207	28613553	AT1G76270
chr1	28612507	28613500	chr1	28613207	28614010	AT1G76270
chr2	15106349	15107495	chr2	15106940	15107993	AT2G35960
chr2	15106349	15107495	chr2	15106940	15107993	AT2G35960
chr2	15106349	15107495	chr2	15107150	15107782	AT2G35960
chr2	15106349	15107495	chr2	15106940	15107993	AT2G35960
chr2	15106349	15107495	chr2	15106940	15107149	AT2G35960
chr2	15106349	15107495	chr2	15107150	15107782	AT2G35960
chr1	10392457	10393452	chr1	10389294	10392668	AT1G29715
chr1	10392457	10393452	chr1	10389294	10392668	AT1G29715
chr1	10392457	10393452	chr1	10392505	10392668	AT1G29715
chr1	27049638	27050850	chr1	27054180	27056341	AT1G71880
chr1	27049638	27050850	chr1	27054180	27056341	AT1G71880
chr1	27049638	27050850	chr1	27054180	27055593	AT1G71880
chr1	27049638	27050850	chr1	27054180	27054333	AT1G71880
chr1	9345136	9345961	chr1	9343126	9345145	AT1G26940
chr1	9345136	9345961	chr1	9343126	9345145	AT1G26940
chr1	9345136	9345961	chr1	9344942	9345145	AT1G26940
chr1	9345136	9345961	chr1	9344963	9345145	AT1G26940
chr4	17304477	17305355	chr4	17305758	17307643	AT4G36710
chr4	17304477	17305355	chr4	17305758	17307643	AT4G36710
chr4	17304477	17305355	chr4	17305758	17307643	AT4G36710
chr4	17304477	17305355	chr4	17305758	17306059	AT4G36710
chr5	22794117	22794931	chr5	22791894	22792161	AT5G56290
chr5	22794117	22794931	chr5	22791973	22792161	AT5G56290
chr5	22794117	22794931	chr5	22786506	22792161	AT5G56290
chr5	22794117	22794931	chr5	22786506	22792161	AT5G56290
chr4	9929838	9930723	chr4	9929368	9929518	AT4G17870
chr4	9929838	9930723	chr4	9928678	9929518	AT4G17870
chr4	9929838	9930723	chr4	9928678	9929518	AT4G17870
chr4	9929838	9930723	chr4	9928678	9929518	AT4G17870
chr5	5418548	5420534	chr5	5418891	5419085	AT5G16567
chr5	5418548	5420534	chr5	5418891	5419085	AT5G16567
chr5	5418548	5420534	chr5	5418891	5419085	AT5G16567
chr5	5418548	5420534	chr5	5418891	5419085	AT5G16567
chr5	5418548	5420534	chr5	5418891	5419085	AT5G16567
chr4	9607779	9609324	chr4	9608632	9611700	AT4G17098
chr4	9607779	9609324	chr4	9608632	9611700	AT4G17098
chr4	9607779	9609324	chr4	9608632	9608656	AT4G17098
chr1	29390679	29392016	chr1	29391827	29391878	AT1G78110
chr1	29390679	29392016	chr1	29391827	29393334	AT1G78110
chr1	29390679	29392016	chr1	29391827	29393334	AT1G78110
chr1	29390679	29392016	chr1	29391879	29392907	AT1G78110
chr1	29390679	29392016	chr1	29391827	29393334	AT1G78110
chr1	29390679	29392016	chr1	29391879	29392907	AT1G78110
chr3	10044886	10045611	chr3	10045186	10047343	AT3G27210
chr3	10044886	10045611	chr3	10045186	10047343	AT3G27210
chr3	10044886	10045611	chr3	10045458	10047222	AT3G27210
chr3	10044886	10045611	chr3	10045458	10045846	AT3G27210
chr3	10044886	10045611	chr3	10045186	10045457	AT3G27210
chr3	10044886	10045611	chr3	10045186	10045846	AT3G27210
chr5	10648315	10649626	chr5	10648465	10648541	AT5G28640
chr5	10648315	10649626	chr5	10648465	10648541	AT5G28640
chr5	10648315	10649626	chr5	10648301	10648385	AT5G28640
chr5	10648315	10649626	chr5	10648301	10648385	AT5G28640
chr5	10648315	10649626	chr5	10649621	10649892	AT5G28640
chr5	10648315	10649626	chr5	10647570	10649892	AT5G28640
chr5	10648315	10649626	chr5	10647570	10649892	AT5G28640
chr5	10648315	10649626	chr5	10647831	10649620	AT5G28640
chr5	10648315	10649626	chr5	10649540	10649620	AT5G28640
chr5	10648315	10649626	chr5	10649540	10649892	AT5G28640
chr2	18375668	18376760	chr2	18374292	18376790	AT2G44500
chr2	18375668	18376760	chr2	18374341	18376790	AT2G44500
chr2	18375668	18376760	chr2	18374447	18376435	AT2G44500
chr2	18375668	18376760	chr2	18375478	18375851	AT2G44500
chr2	18375668	18376760	chr2	18375478	18375851	AT2G44500
chr2	18375668	18376760	chr2	18375931	18376790	AT2G44500
chr2	18375668	18376760	chr2	18375931	18376435	AT2G44500
chr2	18375668	18376760	chr2	18376436	18376790	AT2G44500
chr2	18375668	18376760	chr2	18374292	18376790	AT2G44500
chr2	18375668	18376760	chr2	18374447	18375903	AT2G44500
chr2	18375668	18376760	chr2	18375478	18376790	AT2G44500
chr2	18375668	18376760	chr2	18375478	18375903	AT2G44500
chr2	18375668	18376760	chr2	18375904	18376790	AT2G44500
chr3	17451848	17452629	chr3	17451112	17452843	AT3G47360
chr3	17451848	17452629	chr3	17451112	17452843	AT3G47360
chr3	17451848	17452629	chr3	17451112	17452843	AT3G47360
chr3	17451848	17452629	chr3	17451959	17452044	AT3G47360
chr3	17451848	17452629	chr3	17451959	17452044	AT3G47360
chr3	17451848	17452629	chr3	17452196	17452327	AT3G47360
chr3	17451848	17452629	chr3	17452196	17452327	AT3G47360
chr3	17451848	17452629	chr3	17452416	17452544	AT3G47360
chr3	17451848	17452629	chr3	17452416	17452544	AT3G47360
chr3	19195309	19196242	chr3	19196362	19197356	AT3G51750
chr3	19195309	19196242	chr3	19196362	19197356	AT3G51750
chr3	19195309	19196242	chr3	19196362	19196546	AT3G51750
chr3	19195309	19196242	chr3	19196362	19196546	AT3G51750
chr3	1650695	1651549	chr3	1648843	1652001	AT3G05660
chr3	1650695	1651549	chr3	1648843	1652001	AT3G05660
chr3	1650695	1651549	chr3	1649258	1652001	AT3G05660
chr3	1650695	1651549	chr3	1649383	1652001	AT3G05660
chr3	1650695	1651549	chr3	1649383	1652001	AT3G05660
chr5	8528746	8529629	chr5	8527469	8527649	AT5G24825
chr5	8528746	8529629	chr5	8527469	8527649	AT5G24825
chr5	8528746	8529629	chr5	8527469	8527649	AT5G24825
chr2	8495372	8496113	chr2	8493475	8495823	AT2G19650
chr2	8495372	8496113	chr2	8493475	8495823	AT2G19650
chr2	8495372	8496113	chr2	8493655	8495703	AT2G19650
chr2	8495372	8496113	chr2	8495704	8495823	AT2G19650
chr2	8495372	8496113	chr2	8493655	8495703	AT2G19650
chr2	8495372	8496113	chr2	8493475	8495823	AT2G19650
chr1	27884581	27885601	chr1	27886426	27891431	AT1G74160
chr1	27884581	27885601	chr1	27886426	27891431	AT1G74160
chr1	27884581	27885601	chr1	27886426	27887299	AT1G74160
chr1	27884581	27885601	chr1	27886426	27887163	AT1G74160
chr1	8908572	8910116	chr1	8906452	8908854	AT1G25390
chr1	8908572	8910116	chr1	8906452	8908854	AT1G25390
chr1	8908572	8910116	chr1	8906640	8908800	AT1G25390
chr1	8908572	8910116	chr1	8908801	8908854	AT1G25390
chr1	8908572	8910116	chr1	8908158	8908800	AT1G25390
chr1	8908572	8910116	chr1	8908158	8908854	AT1G25390
chr1	25705264	25706121	chr1	25706882	25708255	AT1G68510
chr1	25705264	25706121	chr1	25706882	25708255	AT1G68510
chr1	25705264	25706121	chr1	25706882	25707222	AT1G68510
chr1	25705264	25706121	chr1	25706882	25707032	AT1G68510
chr5	534436	537232	chr5	533106	534656	AT5G02450
chr5	534436	537232	chr5	533106	534656	AT5G02450
chr5	534436	537232	chr5	534358	534656	AT5G02450
chr5	534436	537232	chr5	534395	534656	AT5G02450
chr3	18032790	18034175	chr3	18030781	18034065	AT3G48670
chr3	18032790	18034175	chr3	18030781	18034065	AT3G48670
chr3	18032790	18034175	chr3	18031240	18033615	AT3G48670
chr3	18032790	18034175	chr3	18032685	18032972	AT3G48670
chr3	18032790	18034175	chr3	18032685	18032972	AT3G48670
chr3	18032790	18034175	chr3	18033080	18033289	AT3G48670
chr3	18032790	18034175	chr3	18033080	18033289	AT3G48670
chr3	18032790	18034175	chr3	18033379	18033617	AT3G48670
chr3	18032790	18034175	chr3	18033379	18033615	AT3G48670
chr3	18032790	18034175	chr3	18033616	18033617	AT3G48670
chr3	18032790	18034175	chr3	18033706	18034065	AT3G48670
chr3	18032790	18034175	chr3	18033706	18034065	AT3G48670
chr3	18032790	18034175	chr3	18030868	18034065	AT3G48670
chr3	18032790	18034175	chr3	18031240	18033615	AT3G48670
chr3	18032790	18034175	chr3	18032685	18032972	AT3G48670
chr3	18032790	18034175	chr3	18032685	18032972	AT3G48670
chr3	18032790	18034175	chr3	18033080	18033289	AT3G48670
chr3	18032790	18034175	chr3	18033080	18033289	AT3G48670
chr3	18032790	18034175	chr3	18033379	18033617	AT3G48670
chr3	18032790	18034175	chr3	18033379	18033615	AT3G48670
chr3	18032790	18034175	chr3	18033616	18033617	AT3G48670
chr3	18032790	18034175	chr3	18033706	18034065	AT3G48670
chr3	18032790	18034175	chr3	18033706	18034065	AT3G48670
chr5	968568	969390	chr5	965874	967322	AT5G03700
chr5	968568	969390	chr5	965874	967322	AT5G03700
chr5	968568	969390	chr5	965874	967322	AT5G03700
chr5	968568	969390	chr5	965874	967322	AT5G03700
chr5	968568	969390	chr5	965874	967322	AT5G03700
chr5	8570100	8570873	chr5	8570261	8570358	AT5G24910
chr5	8570100	8570873	chr5	8569957	8570260	AT5G24910
chr5	8570100	8570873	chr5	8569957	8570358	AT5G24910
chr5	8570100	8570873	chr5	8567581	8570358	AT5G24910
chr5	8570100	8570873	chr5	8567581	8570358	AT5G24910
chr5	8570100	8570873	chr5	8567674	8570260	AT5G24910
chr4	12486644	12487713	chr4	12486343	12486855	AT4G24026
chr4	12486644	12487713	chr4	12486343	12486855	AT4G24026
chr4	12486644	12487713	chr4	12486415	12486651	AT4G24026
chr4	12486644	12487713	chr4	12486343	12486855	AT4G24026
chr4	12486644	12487713	chr4	12486415	12486651	AT4G24026
chr4	12486644	12487713	chr4	12486652	12486855	AT4G24026
chr5	15647053	15648225	chr5	15646351	15650784	AT5G39095
chr5	15647053	15648225	chr5	15646351	15650784	AT5G39095
chr5	15647053	15648225	chr5	15646351	15650784	AT5G39095
chr3	4655564	4656668	chr3	4657046	4657601	AT3G14060
chr3	4655564	4656668	chr3	4657046	4657601	AT3G14060
chr3	4655564	4656668	chr3	4657046	4657173	AT3G14060
chr3	4655564	4656668	chr3	4657046	4657601	AT3G14060
chr2	11238709	11239737	chr2	11239434	11242239	AT2G26420
chr2	11238709	11239737	chr2	11239434	11242239	AT2G26420
chr2	11238709	11239737	chr2	11239434	11242239	AT2G26420
chr2	11238709	11239737	chr2	11239434	11239746	AT2G26420
chr2	11238709	11239737	chr2	11239434	11239746	AT2G26420
chr4	18556710	18557589	chr4	18555577	18556972	AT4G40030
chr4	18556710	18557589	chr4	18555577	18556972	AT4G40030
chr4	18556710	18557589	chr4	18556881	18556972	AT4G40030
chr4	18556710	18557589	chr4	18556881	18556972	AT4G40030
chr4	18556710	18557589	chr4	18555618	18556878	AT4G40030
chr4	18556710	18557589	chr4	18555840	18556827	AT4G40030
chr4	18556710	18557589	chr4	18556828	18556878	AT4G40030
chr4	18556710	18557589	chr4	18556744	18556827	AT4G40030
chr4	18556710	18557589	chr4	18556744	18556878	AT4G40030
chr4	18556710	18557589	chr4	18555618	18556878	AT4G40030
chr4	18556710	18557589	chr4	18556507	18556878	AT4G40030
chr4	18556710	18557589	chr4	18556507	18556878	AT4G40030
chr4	18556710	18557589	chr4	18557187	18558743	AT4G40040
chr4	18556710	18557589	chr4	18557187	18558743	AT4G40040
chr4	18556710	18557589	chr4	18557539	18558236	AT4G40040
chr4	18556710	18557589	chr4	18557539	18557709	AT4G40040
chr4	18556710	18557589	chr4	18557187	18557538	AT4G40040
chr4	18556710	18557589	chr4	18557187	18557709	AT4G40040
chr4	18556710	18557589	chr4	18557187	18558743	AT4G40040
chr4	18556710	18557589	chr4	18557539	18558236	AT4G40040
chr4	18556710	18557589	chr4	18557539	18557709	AT4G40040
chr4	18556710	18557589	chr4	18557187	18557538	AT4G40040
chr4	18556710	18557589	chr4	18557187	18557709	AT4G40040
chr5	7811925	7812815	chr5	7810683	7815039	AT5G23210
chr5	7811925	7812815	chr5	7810683	7815039	AT5G23210
chr5	7811925	7812815	chr5	7810892	7814837	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr5	7811925	7812815	chr5	7811610	7815039	AT5G23210
chr5	7811925	7812815	chr5	7811625	7814837	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr5	7811925	7812815	chr5	7810855	7815039	AT5G23210
chr5	7811925	7812815	chr5	7810892	7814608	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr5	7811925	7812815	chr5	7811610	7814911	AT5G23210
chr5	7811925	7812815	chr5	7811625	7814608	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr5	7811925	7812815	chr5	7812640	7812750	AT5G23210
chr1	3610573	3611586	chr1	3607631	3610520	AT1G10840
chr1	3610573	3611586	chr1	3607631	3610520	AT1G10840
chr1	3610573	3611586	chr1	3610300	3610520	AT1G10840
chr1	3610573	3611586	chr1	3610290	3610520	AT1G10840
chr5	25907060	25908139	chr5	25908413	25909803	AT5G64810
chr5	25907060	25908139	chr5	25908413	25909803	AT5G64810
chr5	25907060	25908139	chr5	25908413	25908656	AT5G64810
chr5	25907060	25908139	chr5	25908413	25908414	AT5G64810
chr3	18716966	18718508	chr3	18713697	18717409	AT3G50430
chr3	18716966	18718508	chr3	18713697	18717409	AT3G50430
chr3	18716966	18718508	chr3	18716962	18717063	AT3G50430
chr3	18716966	18718508	chr3	18716962	18717063	AT3G50430
chr3	18716966	18718508	chr3	18717149	18717409	AT3G50430
chr3	18716966	18718508	chr3	18717149	18717409	AT3G50430
chr3	18716966	18718508	chr3	18717311	18718494	AT3G50440
chr3	18716966	18718508	chr3	18717311	18718494	AT3G50440
chr3	18716966	18718508	chr3	18717392	18718435	AT3G50440
chr3	18716966	18718508	chr3	18718436	18718494	AT3G50440
chr3	18716966	18718508	chr3	18717989	18718435	AT3G50440
chr3	18716966	18718508	chr3	18717989	18718494	AT3G50440
chr3	18716966	18718508	chr3	18717750	18717887	AT3G50440
chr3	18716966	18718508	chr3	18717750	18717887	AT3G50440
chr3	18716966	18718508	chr3	18717392	18717673	AT3G50440
chr3	18716966	18718508	chr3	18717311	18717391	AT3G50440
chr3	18716966	18718508	chr3	18717311	18717673	AT3G50440
chr1	25469972	25471029	chr1	25464726	25470017	AT1G67900
chr1	25469972	25471029	chr1	25466852	25470017	AT1G67900
chr1	25469972	25471029	chr1	25469367	25470017	AT1G67900
chr1	25469972	25471029	chr1	25469889	25470017	AT1G67900
chr1	25469972	25471029	chr1	25464726	25470017	AT1G67900
chr1	25469972	25471029	chr1	25469367	25470017	AT1G67900
chr1	25469972	25471029	chr1	25469889	25470017	AT1G67900
chr1	25469972	25471029	chr1	25464726	25470017	AT1G67900
chr1	25469972	25471029	chr1	25469367	25470017	AT1G67900
chr1	25469972	25471029	chr1	25469889	25470017	AT1G67900
chr2	16056561	16057640	chr2	16056839	16057035	AT2G38320
chr2	16056561	16057640	chr2	16056839	16057035	AT2G38320
chr2	16056561	16057640	chr2	16057115	16057273	AT2G38320
chr2	16056561	16057640	chr2	16057115	16057273	AT2G38320
chr2	16056561	16057640	chr2	16057517	16057980	AT2G38320
chr2	16056561	16057640	chr2	16057517	16057874	AT2G38320
chr2	16056561	16057640	chr2	16055289	16057980	AT2G38320
chr2	16056561	16057640	chr2	16055289	16057980	AT2G38320
chr2	16056561	16057640	chr2	16055488	16057874	AT2G38320
chr4	16559476	16560023	chr4	16560062	16562969	AT4G34710
chr4	16559476	16560023	chr4	16560062	16562969	AT4G34710
chr4	16559476	16560023	chr4	16560062	16560314	AT4G34710
chr4	16559476	16560023	chr4	16560062	16562969	AT4G34710
chr4	16559476	16560023	chr4	16560062	16562931	AT4G34710
chr4	16559476	16560023	chr4	16560062	16560314	AT4G34710
chr4	16559476	16560023	chr4	16560062	16562465	AT4G34710
chr2	494139	494927	chr2	495570	497747	AT2G02060
chr2	494139	494927	chr2	495570	497747	AT2G02060
chr2	494139	494927	chr2	495570	495850	AT2G02060
chr2	494139	494927	chr2	495570	495690	AT2G02060
chr4	16642677	16643587	chr4	16642316	16644818	AT4G34950
chr4	16642677	16643587	chr4	16642316	16644818	AT4G34950
chr4	16642677	16643587	chr4	16642544	16644759	AT4G34950
chr4	16642677	16643587	chr4	16643449	16644341	AT4G34950
chr4	16642677	16643587	chr4	16643449	16644341	AT4G34950
chr4	16642677	16643587	chr4	16642544	16643015	AT4G34950
chr4	16642677	16643587	chr4	16642316	16643015	AT4G34950
chr5	22706842	22707355	chr5	22705280	22705701	AT5G56061
chr5	22706842	22707355	chr5	22705280	22705701	AT5G56061
chr5	22706842	22707355	chr5	22705280	22705701	AT5G56061
chr3	18526587	18528094	chr3	18527216	18529066	AT3G49970
chr3	18526587	18528094	chr3	18527216	18529066	AT3G49970
chr3	18526587	18528094	chr3	18527216	18529066	AT3G49970
chr3	18526587	18528094	chr3	18527824	18528312	AT3G49970
chr3	18526587	18528094	chr3	18527824	18528312	AT3G49970
chr3	18526587	18528094	chr3	18527216	18527689	AT3G49970
chr3	18526587	18528094	chr3	18527216	18527689	AT3G49970
chr3	6564174	6565626	chr3	6563979	6564424	AT3G19030
chr3	6564174	6565626	chr3	6563979	6564424	AT3G19030
chr3	6564174	6565626	chr3	6564117	6564299	AT3G19030
chr3	6564174	6565626	chr3	6564300	6564424	AT3G19030
chr3	6564174	6565626	chr3	6564117	6564299	AT3G19030
chr3	6564174	6565626	chr3	6563979	6564424	AT3G19030
chr1	9492323	9493169	chr1	9487780	9492572	AT1G27320
chr1	9492323	9493169	chr1	9487780	9492572	AT1G27320
chr1	9492323	9493169	chr1	9492196	9492572	AT1G27320
chr1	9492323	9493169	chr1	9492196	9492572	AT1G27320
chr1	9492323	9493169	chr1	9492964	9494069	AT1G27330
chr1	9492323	9493169	chr1	9492964	9494069	AT1G27330
chr1	9492323	9493169	chr1	9493064	9493898	AT1G27330
chr1	9492323	9493169	chr1	9492964	9493066	AT1G27330
chr1	9492323	9493169	chr1	9492964	9493063	AT1G27330
chr1	9492323	9493169	chr1	9493064	9493066	AT1G27330
chr3	2208943	2209834	chr3	2209412	2211307	AT3G07000
chr3	2208943	2209834	chr3	2209412	2211307	AT3G07000
chr3	2208943	2209834	chr3	2209503	2211227	AT3G07000
chr3	2208943	2209834	chr3	2209412	2211307	AT3G07000
chr3	2208943	2209834	chr3	2209412	2209502	AT3G07000
chr3	2208943	2209834	chr3	2209503	2211227	AT3G07000
chr3	2945698	2946792	chr3	2945696	2945777	AT3G09595
chr3	2945698	2946792	chr3	2945696	2945777	AT3G09595
chr3	2945698	2946792	chr3	2945696	2945777	AT3G09595
chr3	2945698	2946792	chr3	2946406	2948995	AT3G09600
chr3	2945698	2946792	chr3	2946406	2948995	AT3G09600
chr3	2945698	2946792	chr3	2946459	2948270	AT3G09600
chr3	2945698	2946792	chr3	2946406	2946637	AT3G09600
chr3	2945698	2946792	chr3	2946406	2946458	AT3G09600
chr3	2945698	2946792	chr3	2946459	2946637	AT3G09600
chr3	2945698	2946792	chr3	2946406	2948710	AT3G09600
chr3	2945698	2946792	chr3	2946459	2948200	AT3G09600
chr3	2945698	2946792	chr3	2946406	2946637	AT3G09600
chr3	2945698	2946792	chr3	2946406	2946458	AT3G09600
chr3	2945698	2946792	chr3	2946459	2946637	AT3G09600
chr1	21067169	21067798	chr1	21064279	21065853	AT1G56260
chr1	21067169	21067798	chr1	21064279	21065853	AT1G56260
chr1	21067169	21067798	chr1	21065716	21065853	AT1G56260
chr1	21067169	21067798	chr1	21065716	21065853	AT1G56260
chr2	14146674	14147302	chr2	14147503	14149799	AT2G33385
chr2	14146674	14147302	chr2	14147503	14149769	AT2G33385
chr2	14146674	14147302	chr2	14147503	14147603	AT2G33385
